car name;price;engine_capacity;cylinder;horse_power;top_speed;seats;brand;country
Toyota Fortuner 2021 2.4L GX2 Diesel (4X4);SAR 137,770;2.4;4;147;175;7 Seater;toyota;ksa
Nissan Altima 2021 2.5 S;SAR 98,163;2.5;4;188;220;5 Seater;nissan;ksa
Mitsubishi Pajero 2021 3.8L GLS 3 Door High;SAR 127,100;3.8;6;241;180;5 Seater;mitsubishi;ksa
Nissan Altima 2021 2.5 Sport;SAR 105,200;2.5;4;188;220;5 Seater;nissan;ksa
Skoda Octavia A8 2021 Ambition 1.6;SAR 85,470;1.6;4;110;190;5 Seater;skoda;ksa
Nissan Altima 2021 2.0 Turbo SL;SAR 135,713;2;4;248;220;5 Seater;nissan;ksa
Peugeot Boxer 2021 2.2L Diesel (L4H3);SAR 114,900;2.2;4;130;150;2 Seater;peugeot;ksa
Toyota Land Cruiser Pick Up 2021 4.0L Hard Top Standard (M/T);SAR 130,985;4;6;228;180;7 Seater;toyota;ksa
Toyota Fortuner 2021 2.7L GX2 (4X4);SAR 127,995;2.7;4;160;180;7 Seater;toyota;ksa
Skoda Octavia A8 2021 Active 1.6;SAR 70,455;1.6;4;110;190;5 Seater;skoda;ksa
Isuzu D-MAX 2021 3.0L Crew Cab 4WD GT;SAR 85,000;3;4;190;170;5 Seater;isuzu;ksa
Toyota Hilux 2021 2.7L S GLX Double Cab M/T (4x4);SAR 130,295;2.7;4;164;165;5 Seater;toyota;ksa
Toyota Land Cruiser Pick Up 2021 4.0L Single Cab Standard (M/T);SAR 131,560;4;6;228;180;3 Seater;toyota;ksa
Ford Taurus 2021 2.0L EcoBoost Ambient;SAR 127,050;2;4;240;200;5 Seater;ford;ksa
Toyota Hilux 2021 2.4L S GLX Double Cab DSL M/T (4x4);SAR 142,025;2.4;4;147;175;5 Seater;toyota;ksa
Peugeot 5008 2021 1.6T Allure;SAR 114,500;1.6;4;165;206;7 Seater;peugeot;ksa
Toyota Land Cruiser Pick Up 2021 4.0L Hard Top DLX (M/T);SAR 135,125;4;6;228;180;5 Seater;toyota;ksa
Ford Taurus 2021 2.0L EcoBoost Trend;SAR 135,174;2;4;240;200;5 Seater;ford;ksa
Toyota Hilux 2021 2.7L S GLX Double Cab (4x4);SAR 135,700;2.7;4;164;170;5 Seater;toyota;ksa
Jeep Compass 2021 2.4L Longitude (4x4);SAR 97,839;2.4;4;180;180;5 Seater;jeep;ksa
Toyota Land Cruiser Pick Up 2021 4.0L Hard Top DLX 5-door (M/T);SAR 138,690;4;6;228;180;6 Seater;toyota;ksa
Toyota Hilux 2021 2.8L S GLX Double Cab DSL M/T (4x4);SAR 146,280;2.8;4;174;180;5 Seater;toyota;ksa
Subaru XV 2021 2.0L-S EyeSight;SAR 114,999;2;4;150;194;5 Seater;subaru;ksa
Toyota Hilux 2021 2.8L GLX Single Cab M/T (4x4);SAR 113,390;2.8;4;174;180;5 Seater;toyota;ksa
Nissan Urvan 2021 3-Seater Manual (4-Door);SAR 83,000;2.5;4;147;170;3 Seater;nissan;ksa
Mitsubishi Montero Sport 2021 3.0L GLS (4WD) top;SAR 127,100;3;6;215;182;7 Seater;mitsubishi;ksa
Toyota Land Cruiser Pick Up 2021 4.0L DLX (M/T);SAR 140,990;4;6;228;180;3 Seater;toyota;ksa
Toyota Camry 2021 3.5L Grande (298 HP);SAR 145,820;3.5;6;298;235;5 Seater;toyota;ksa
Nissan Urvan 2021 6-Seater Manual (5-Door);SAR 90,000;2.5;4;147;170;6 Seater;nissan;ksa
Mitsubishi Montero Sport 2021 3.0L GLS (4WD) premium;SAR 138,600;3;6;215;182;7 Seater;mitsubishi;ksa
Toyota Camry 2021 2.5L Grande Hybrid (212 HP);SAR 145,705;2.5;4;212;200;5 Seater;toyota;ksa
Toyota Hilux 2021 2.4L S GLX Double Cab (4x4);SAR 147,315;2.4;4;147;170;5 Seater;toyota;ksa
Suzuki Vitara 2021 1.6L GLX AWD;SAR 90,965;1.6;4;115;180;5 Seater;suzuki;ksa
Kia Cadenza 2021 3.3L GDi Top;SAR 137,610;3.3;6;284;235;5 Seater;kia;ksa
Chevrolet Equinox 2021 2.0T Premier (AWD);SAR 133,000;2;4;252;200;5 Seater;chevrolet;ksa
Toyota Land Cruiser Pick Up 2021 4.0L DLX (M/T) w/ Winch;SAR 146,970;4;6;228;180;3 Seater;toyota;ksa
Kia Sorento 2021 2.4L Top (FWD);SAR 99,500;2.4;4;170;189;7 Seater;kia;ksa
Peugeot 3008 2021 1.6T GT Line;SAR 123,000;1.6;4;165;205;5 Seater;peugeot;ksa
Toyota Hilux 2021 2.8L GLX Single Cab (4x4);SAR 118,335;2.8;4;174;175;5 Seater;toyota;ksa
Toyota Land Cruiser Pick Up 2021 4.0L Super Deluxe Hard Top (M/T) w/ Winch;SAR 162,350;4;6;228;180;5 Seater;toyota;ksa
Toyota Hilux 2021 2.8L S GLX Double Cab DLS (4x4);SAR 152,835;2.8;4;174;175;5 Seater;toyota;ksa
Kia Cadenza 2021 3.3L GDi Mid;SAR 137,610;3.3;6;284;235;5 Seater;kia;ksa
Toyota Hilux 2021 4.0L DC TRD (4x4);SAR 146,280;4;6;235;182;5 Seater;toyota;ksa
Toyota Land Cruiser Pick Up 2021 4.0L Double Cab Standard (M/T);SAR 146,970;4;6;228;180;6 Seater;toyota;ksa
Changan CS75 2021 1.8T GDI Full Option (AWD);SAR 98,291;1.8;4;177;180;5 Seater;changan;ksa
GAC GS5 2021 1.5T GE;SAR 83,835;1.5;4;169;190;5 Seater;gac;ksa
Toyota Land Cruiser Prado 2021 3.0L TX (Diesel);SAR 171,925;3;4;161;175;7 Seater;toyota;ksa
Changan CS75 2021 1.8T GDI Full Option (2WD);SAR 86,906;1.8;4;177;180;5 Seater;changan;ksa
Mazda 6 2021 2.5L R w/Sunroof;SAR 117,300;2.5;4;185;220;5 Seater;mazda;ksa
Mazda CX-5 2021 2.5L GS (FWD);SAR 108,570;2.5;4;188;210;5 Seater;mazda;ksa
Mazda CX-5 2021 2.5L Full Option (AWD);SAR 144,650;2.5;4;188;200;5 Seater;mazda;ksa
Kia Sorento 2021 3.3L Base (FWD);SAR 97,500;3.3;6;290;200;7 Seater;kia;ksa
Kia Sorento 2021 3.3L Base (AWD);SAR 99,500;3.3;6;290;200;7 Seater;kia;ksa
Kia Sorento 2021 2.4L Base (AWD);SAR 97,500;2.4;4;170;189;7 Seater;kia;ksa
Ford Escape 2021 2.5L S;SAR 150,150;2.5;4;168;180;5 Seater;ford;ksa
Jeep Compass 2021 2.4L Trailhawk (4x4);SAR 108,189;2.4;4;180;180;5 Seater;jeep;ksa
Volkswagen Tiguan 2021 1.4 TSI Life;SAR 105,079;1.4;4;150;215;5 Seater;volkswagen;ksa
Toyota Land Cruiser Pick Up 2021 4.0L Super DLX Limited (M/T);SAR 148,120;4;6;228;180;3 Seater;toyota;ksa
Volkswagen Tiguan 2021 1.4 TSI Trend;SAR 89,450;1.4;4;150;215;5 Seater;volkswagen;ksa
Jeep Compass 2021 2.4L Limited (4x4);SAR 136,939;2.4;4;180;180;5 Seater;jeep;ksa
Kia Sorento 2021 2.4L Top (AWD);SAR 109,500;2.4;4;170;189;7 Seater;kia;ksa
Honda Odyssey J 2021 2.4 EX V;SAR 151,190;2.4;4;172;170;7 Seater;honda;ksa
Peugeot 5008 2021 1.6T GT Line;SAR 130,300;1.6;4;180;219;7 Seater;peugeot;ksa
Toyota Land Cruiser Prado 2021 2.7L TX;SAR 150,535;2.7;4;164;170;7 Seater;toyota;ksa
Kia Mohave 2021 3.8L Base;SAR 136,175;3.8;6;270;200;7 Seater;kia;ksa
Chevrolet Camaro Coupe 2021 3.6L 1LT;SAR 161,500;3.6;6;335;250;4 Seater;chevrolet;ksa
Toyota Fortuner 2021 4.0L VX1 (4X4);SAR 151,685;4;6;235;187;7 Seater;toyota;ksa
Toyota Hilux 2021 2.0L Double Cab 4x2;SAR 91,655;2;4;134;170;3 Seater;toyota;ksa
Toyota Fortuner 2021 4.0L VX2 (4X4);SAR 164,565;4;6;235;187;7 Seater;toyota;ksa
Chevrolet Traverse 2021 3.6L LT (AWD);SAR 135,000;3.6;6;310;208;8 Seater;chevrolet;ksa
Jeep Cherokee 2021 3.2L Longitude;SAR 120,890;3.2;6;271;185;5 Seater;jeep;ksa
Toyota Land Cruiser Pick Up 2021 4.0L Super DLX Limited (M/T) w/ Winch + AW;SAR 148,120;4;6;228;180;3 Seater;toyota;ksa
Toyota Hilux 2021 2.7L Single Cab GLX (4x4);SAR 99,015;2.7;4;164;170;3 Seater;toyota;ksa
Jeep Wrangler 2021 3.6L V6 Sahara (2-Door);SAR 208,239;3.6;6;285;180;4 Seater;jeep;ksa
Ford Edge 2021 Ambient;SAR 159,500;2;4;250;200;5 Seater;ford;ksa
Toyota Land Cruiser Prado 2021 2.7L TXL1;SAR 165,140;2.7;4;164;170;7 Seater;toyota;ksa
Kia Grand Carnival 2021 3.5L GDI EX;SAR 123,750;3.5;6;290;210;7 Seater;kia;ksa
Chevrolet Silverado 2021 4.3L V6 WT;SAR 128,100;5.3;6;285;180;6 Seater;chevrolet;ksa
Kia Grand Carnival 2021 3.5L GDI SXL;SAR 154,809;3.5;6;290;210;7 Seater;kia;ksa
Kia Grand Carnival 2021 3.5L GDI L;SAR 98,890;3.5;6;290;210;7 Seater;kia;ksa
Toyota Land Cruiser Prado 2021 3.0L TXL (Diesel);SAR 185,380;3;4;161;175;7 Seater;toyota;ksa
Chevrolet Traverse 2021 3.6L High Country (AWD);SAR 214,500;3.6;6;310;208;8 Seater;chevrolet;ksa
Mini Countryman 2021 Cooper;SAR 173,250;1.5;3;136;200;5 Seater;mini;ksa
Nissan Altima 2021 2.5 SL;SAR 126,473;2.5;4;188;220;5 Seater;nissan;ksa
GMC Terrain Denali 2021 2.0T (AWD);SAR 153,801;2;4;252;200;5 Seater;gmc;ksa
Toyota Fortuner 2021 4.0L VX3 (4X4);SAR 168,245;4;6;235;187;7 Seater;toyota;ksa
Chevrolet Traverse 2021 3.6L LT Full Option (AWD);SAR 170,580;3.6;6;310;208;8 Seater;chevrolet;ksa
Chevrolet Traverse 2021 3.6L Premium (AWD);SAR 187,000;3.6;6;310;208;8 Seater;chevrolet;ksa
Jeep Cherokee 2021 3.2L Limited;SAR 139,590;3.2;6;271;185;5 Seater;jeep;ksa
Jeep Wrangler Unlimited 2021 3.6L V6 Sport;SAR 177,189;3.6;6;285;185;5 Seater;jeep;ksa
Dodge Challenger 2021 3.6L SXT;SAR 141,625;3.6;6;305;200;5 Seater;dodge;ksa
Nissan Maxima 2021 3.5L S;SAR 110,150;3.5;6;300;211;5 Seater;nissan;ksa
Toyota Land Cruiser Prado 2021 4.0L V6 TXL1;SAR 190,210;4;6;271;200;7 Seater;toyota;ksa
Mazda CX-9 2021 2.5T Signature Edition (AWD);SAR 174,787;2.5;4;230;210;7 Seater;mazda;ksa
Ford Ranger 2021 3.2L Wild Trak 4X4;SAR 194,535;3.2;5;200;175;5 Seater;ford;ksa
Jeep Wrangler 2021 3.6L V6 Rubicon X (2-Door);SAR 225,489;3.6;6;285;180;4 Seater;jeep;ksa
Ford Ranger 2021 2.5L Double Cab (Base) Hi-Rider 4X4 M/T;SAR 194,535;2.5;4;164;170;5 Seater;ford;ksa
Ford Ranger 2021 2.2L Double Cab (Base) Hi-Rider 4X4 M/T;SAR 194,535;2.2;4;118;160;5 Seater;ford;ksa
Skoda Superb 2021 2.0 TSI Style Plus;SAR 138,600;2;4;220;245;5 Seater;skoda;ksa
Skoda Superb 2021 2.0 TSI Style;SAR 118,965;2;4;220;245;5 Seater;skoda;ksa
Ford Ranger 2021 2.5L Double Cab (Base) Hi-Rider 4X2 M/T;SAR 194,535;2.5;4;164;170;5 Seater;ford;ksa
Jeep Grand Cherokee 2021 3.6L Laredo;SAR 162,239;3.6;6;290;190;5 Seater;jeep;ksa
Haval H9 2021 Super Dignity;SAR 129,939;2;4;248;200;7 Seater;haval;ksa
Nissan Maxima 2021 3.5L SV;SAR 145,000;3.5;6;300;211;5 Seater;nissan;ksa
Chrysler 300S 2021 5.7L V8 Luxury;SAR 190,988;5.7;8;363;234;5 Seater;chrysler;ksa
Toyota Land Cruiser 2021 4.0L GXR1;SAR 205,272;4;6;271;200;8 Seater;toyota;ksa
Haval H9 2021 Dignity;SAR 123,039;2;4;248;200;7 Seater;haval;ksa
Chevrolet Camaro Coupe 2021 3.6L 3LT;SAR 195,250;3.6;6;335;250;4 Seater;chevrolet;ksa
Haval H9 2021 Comfort;SAR 111,539;2;4;248;200;7 Seater;haval;ksa
Toyota Land Cruiser Prado 2021 4.0L V6 VX1;SAR 204,585;4;6;271;200;7 Seater;toyota;ksa
Dodge Durango 2021 3.6L GT(RWD);SAR 169,785;3.6;6;295;197;7 Seater;dodge;ksa
Dodge Challenger 2021 3.6L Supertrack S;SAR 210,650;3.6;6;305;200;5 Seater;dodge;ksa
Jeep Wrangler Unlimited 2021 3.6L V6 Sahara;SAR 208,239;3.6;6;285;185;5 Seater;jeep;ksa
Volkswagen Tiguan 2021 2.0L R-Line;SAR 129,723;2;4;220;220;5 Seater;volkswagen;ksa
Chevrolet Silverado 2021 5.3 V8 Trail Boss;SAR 183,200;5.3;8;355;172;6 Seater;chevrolet;ksa
Kia Mohave 2021 3.8L Top;SAR 184,685;3.8;6;270;200;7 Seater;kia;ksa
Volkswagen Tiguan 2021 2.0 TSI Life;SAR 115,953;2;4;180;220;5 Seater;volkswagen;ksa
Land Rover Defender 2021 90 SE (P300);SAR 290,030;2;4;300;191;5 Seater;land-rover;ksa
Volkswagen Tiguan 2021 2.0 TSI Elegance;SAR 126,751;2;4;180;220;5 Seater;volkswagen;ksa
Peugeot 508 2021 1.6T Allure;SAR 115,000;1.6;4;165;220;5 Seater;peugeot;ksa
Dodge Charger 2021 3.6L GT Premium;SAR 173,250;3.6;6;300;210;5 Seater;dodge;ksa
Land Rover Defender 2021 90 X (P400);SAR 439,185;3;6;400;208;5 Seater;land-rover;ksa
Audi Q3 2021 35 TFSI quattro (150 HP);SAR 206,800;1.4;4;150;217;5 Seater;audi;ksa
Land Rover Defender 2021 90 X V8 (P525);SAR 646,645;5;8;517;240;5 Seater;land-rover;ksa
Ford Expedition 2021 3.5L EcoBoost Platinum;SAR 214,335;3.5;6;400;190;8 Seater;ford;ksa
Kia Sorento 2021 3.3L Top (AWD);SAR 132,300;3.3;6;290;200;7 Seater;kia;ksa
Land Rover Defender 2021 90 HSE (P400);SAR 368,115;3;6;400;208;5 Seater;land-rover;ksa
Kia Sorento 2021 3.3L Mid Option (AWD);SAR 119,000;3.3;6;265;200;7 Seater;kia;ksa
Dodge Charger 2021 3.6L GT;SAR 146,685;3.6;6;300;210;5 Seater;dodge;ksa
Jeep Wrangler Unlimited 2021 3.6L V6 Rubicon;SAR 227,789;3.6;6;285;185;5 Seater;jeep;ksa
Lexus ES 2021 300 Hybrid Executive;SAR 251,505;2.5;4;214;230;5 Seater;lexus;ksa
Lexus ES 2021 350 Elite;SAR 239,200;3.5;6;302;230;5 Seater;lexus;ksa
Lexus ES 2021 350 Exclusive;SAR 261,970;3.5;6;302;230;5 Seater;lexus;ksa
Infiniti Q50 2021 3.0T Luxe;SAR 167,571;3;6;300;250;5 Seater;infiniti;ksa
Infiniti Q50 2021 3.0T Sport;SAR 189,914;3;6;300;250;5 Seater;infiniti;ksa
Lexus ES 2021 250 Elegant;SAR 183,540;2.5;4;204;207;5 Seater;lexus;ksa
Lexus ES 2021 250 Excellence Plus;SAR 232,875;2.5;4;204;207;5 Seater;lexus;ksa
Lexus ES 2021 300 Hybrid;SAR 189,175;2.5;4;214;230;5 Seater;lexus;ksa
Toyota Land Cruiser 2021 4.0L GXR3;SAR 257,984;4;6;271;200;8 Seater;toyota;ksa
Toyota Land Cruiser 2021 4.0L GXR2;SAR 222,805;4;6;271;200;8 Seater;toyota;ksa
GMC Acadia 2021 3.6L SLT2 (AWD);SAR 176,500;3.6;6;310;210;7 Seater;gmc;ksa
Lexus ES 2021 300 Hybrid Plus;SAR 226,780;2.5;4;214;230;5 Seater;lexus;ksa
Chevrolet Suburban 2021 5.3L LS 2WD;SAR 220,300;5.3;8;355;175;9 Seater;chevrolet;ksa
Infiniti Q50 2021 3.0T Sensory;SAR 178,743;3;6;300;250;5 Seater;infiniti;ksa
Toyota Land Cruiser 2021 4.5L GXR1 Diesel;SAR 229,294;4.5;8;232;210;8 Seater;toyota;ksa
GMC Acadia Denali 2021 3.6L V6 (AWD);SAR 201,800;3.6;6;310;210;7 Seater;gmc;ksa
Chevrolet Silverado 2021 5.3 V8 LTZ;SAR 224,900;5.3;8;355;180;6 Seater;chevrolet;ksa
Toyota Land Cruiser 2021 4.5L GXR3 Diesel;SAR 277,566;4.5;8;232;210;8 Seater;toyota;ksa
Toyota Land Cruiser 2021 4.5L GXR2 Diesel;SAR 247,397;4.5;8;232;210;8 Seater;toyota;ksa
Mini Hatch 2021 5-Door Cooper;SAR 157,435;1.5;3;136;207;5 Seater;mini;ksa
Mini Hatch 2021 3-Door Cooper;SAR 151,685;1.5;3;136;210;4 Seater;mini;ksa
Audi A4 2021 30 TFSI Basic (150 HP);SAR 189,090;1.4;4;150;210;5 Seater;audi;ksa
Audi A4 2021 30 TFSI Sport (150 HP);SAR 216,700;1.4;4;150;210;5 Seater;audi;ksa
Mini Convertible 2021 Cooper;SAR 187,000;1.5;3;136;205;4 Seater;mini;ksa
Dodge Charger 2021 5.7L R/T Premium;SAR 181,335;5.7;8;370;250;5 Seater;dodge;ksa
Jeep Grand Cherokee 2021 3.6L Summit;SAR 242,739;3.6;6;290;190;5 Seater;jeep;ksa
Lexus NX 2021 300 Elegant;SAR 188,370;2;4;235;200;5 Seater;lexus;ksa
Subaru WRX 2021 2.5L STi RG Package (M/T);SAR 139,999;2.5;4;300;250;5 Seater;subaru;ksa
Jeep Grand Cherokee 2021 3.6L Limited;SAR 196,739;3.6;6;290;190;5 Seater;jeep;ksa
Dodge Charger 2021 5.7L R/T;SAR 158,235;5.7;8;370;250;5 Seater;dodge;ksa
Nissan Patrol Safari 2021 Safari M/T;SAR 157,200;4.8;6;280;190;7 Seater;nissan;ksa
Chevrolet Camaro Coupe 2021 6.2L SS (A/T);SAR 252,300;6.2;8;455;250;4 Seater;chevrolet;ksa
Nissan Patrol Safari 2021 Super Safari M/T;SAR 180,000;4.8;6;280;190;7 Seater;nissan;ksa
Audi A5 Coupe 2021 40 TFSI Design (190 HP);SAR 258,500;2;4;190;240;4 Seater;audi;ksa
Nissan Patrol Safari 2021 Safari A/T;SAR 163,000;4.8;6;280;190;7 Seater;nissan;ksa
Mini Hatch 2021 5-Door Cooper S;SAR 182,735;2;4;192;235;5 Seater;mini;ksa
Mercedes-Benz GLA 2021 250 4MATIC;SAR 188,403;2;4;211;230;5 Seater;mercedes-benz;ksa
Audi A5 Coupe 2021 40 TFSI Sport (190 HP);SAR 273,900;2;4;190;240;4 Seater;audi;ksa
Mini Hatch 2021 3-Door Cooper S;SAR 182,735;2;4;192;235;4 Seater;mini;ksa
Chevrolet Silverado 2021 6.2L V8 High Country;SAR 263,400;6.2;8;420;200;5 Seater;chevrolet;ksa
Mini Countryman 2021 Cooper S;SAR 187,000;2;4;189;222;5 Seater;mini;ksa
Dodge Charger 2021 6.4L R/T Scatpack;SAR 209,000;6.4;8;485;281;5 Seater;dodge;ksa
Toyota Land Cruiser 2021 4.6L GXR3;SAR 281,437;4.6;8;304;200;8 Seater;toyota;ksa
Toyota Land Cruiser 2021 4.6L GXR3 LS;SAR 287,357;4.6;8;304;200;8 Seater;toyota;ksa
Porsche 718 2021 Cayman S;SAR 317,701;2.5;4;350;285;2 Seater;porsche;ksa
BMW 2 Series Coupe 2021 220i;SAR 192,500;2;4;184;230;4 Seater;bmw;ksa
Land Rover Discovery Sport 2021 2.0T R-Dynamic S (P200) (AWD);SAR 273,000;2;4;197;207;5 Seater;land-rover;ksa
Toyota Land Cruiser 2021 5.7L VXR1;SAR 310,811;5.7;8;362;220;8 Seater;toyota;ksa
BMW 5 Series 2021 530i;SAR 299,250;2;4;252;250;5 Seater;bmw;ksa
Lexus IS 2021 300 Elegant (RWD);SAR 180,000;2;4;241;230;5 Seater;lexus;ksa
Lexus IS 2021 300 Excellence (RWD);SAR 202,200;2;4;241;230;5 Seater;lexus;ksa
BMW 2 Series Convertible 2021 220i;SAR 201,300;2;4;184;226;4 Seater;bmw;ksa
Land Rover Defender 2021 110 X V8 (P525);SAR 666,080;5;8;517;240;5 Seater;land-rover;ksa
Land Rover Defender 2021 110 HSE (P400);SAR 393,760;3;6;400;208;5 Seater;land-rover;ksa
Land Rover Defender 2021 110 SE (P400);SAR 322,805;3;6;400;208;5 Seater;land-rover;ksa
Land Rover Defender 2021 110 X (P400);SAR 456,665;3;6;400;208;5 Seater;land-rover;ksa
BMW Z4 Roadster 2021 sDrive30i;SAR 305,250;2;4;258;250;2 Seater;bmw;ksa
Land Rover Discovery 2021 3.0L R-Dynamic HSE (360 HP);SAR 389,470;3;6;355;209;7 Seater;land-rover;ksa
BMW 4 Series Coupe 2021 430i;SAR 243,000;2;4;252;250;4 Seater;bmw;ksa
Subaru WRX 2021 2.0L EX Package (M/T);SAR 198,000;2;4;268;250;5 Seater;subaru;ksa
BMW 4 Series Gran Coupe 2021 430i;SAR 265,100;2;4;252;250;4 Seater;bmw;ksa
BMW 4 Series Gran Coupe 2021 420i;SAR 195,800;2;4;184;236;4 Seater;bmw;ksa
Chevrolet Camaro Coupe 2021 6.2L ZL1;SAR 347,710;6.2;8;650;250;4 Seater;chevrolet;ksa
BMW 4 Series Coupe 2021 440i;SAR 269,000;3;6;326;250;4 Seater;bmw;ksa
BMW 4 Series Gran Coupe 2021 440i;SAR 295,900;3;6;326;250;4 Seater;bmw;ksa
BMW 4 Series Coupe 2021 420i;SAR 215,000;2;4;184;236;4 Seater;bmw;ksa
Maserati Ghibli 2021 3.0T V6;SAR 330,000;3;6;350;267;5 Seater;maserati;ksa
Mercedes-Benz SLC 2021 300;SAR 236,500;2;4;245;250;2 Seater;mercedes-benz;ksa
Audi TT Roadster 2021 45 TFSI (230 HP);SAR 262,900;2;4;230;250;2 Seater;audi;ksa
Mercedes-Benz C-Class Coupe 2021 C 200;SAR 237,320;2;4;204;245;4 Seater;mercedes-benz;ksa
Audi A5 Sportback 2021 40 TFSI Design (190 HP);SAR 247,500;2;4;190;240;5 Seater;audi;ksa
BMW 3 Series 2021 320i;SAR 222,200;2;4;184;240;5 Seater;bmw;ksa
Jaguar XF 2021 2.0T HSE (250 PS);SAR 309,925;2;4;247;244;5 Seater;jaguar;ksa
Jaguar XF 2021 2.0T SE (250 PS);SAR 289,570;2;4;247;244;5 Seater;jaguar;ksa
Mercedes-Benz E-Class Coupe 2021 E 300;SAR 354,600;2;4;245;250;4 Seater;mercedes-benz;ksa
Audi Q5 2021 45 TFSI quattro;SAR 279,400;2;4;272;237;5 Seater;audi;ksa
Lexus RC 2021 300 Elegant;SAR 205,128;2;4;241;230;4 Seater;lexus;ksa
Lexus IS 2021 350 F-Sport Prestige;SAR 239,100;3.5;6;311;235;5 Seater;lexus;ksa
Jaguar XF 2021 2.0T S (250 PS);SAR 261,855;2;4;247;244;5 Seater;jaguar;ksa
Porsche 718 2021 Cayman;SAR 278,528;2;4;300;275;2 Seater;porsche;ksa
Lexus IS 2021 350 Elite (RWD);SAR 209,300;3.5;6;311;230;5 Seater;lexus;ksa
Mercedes-Benz E-Class Coupe 2021 E 200;SAR 291,256;2;4;184;240;4 Seater;mercedes-benz;ksa
Mercedes-Benz E-Class Cabriolet 2021 E 200;SAR 310,651;2;4;184;235;4 Seater;mercedes-benz;ksa
BMW X4 2021 xDrive 30i;SAR 283,030;2;4;252;240;5 Seater;bmw;ksa
Mercedes-Benz A 45 AMG 2021 2.0T 4MATIC;SAR 248,325;2;4;381;250;5 Seater;mercedes-benz;ksa
Jaguar F-Pace 2021 2.0T SE (250 PS);SAR 283,130;2;4;246;217;5 Seater;jaguar;ksa
Mercedes-Benz E-Class Cabriolet 2021 E 300;SAR 374,204;2;4;245;250;4 Seater;mercedes-benz;ksa
Porsche 718 2021 Boxster;SAR 292,558;2;4;300;275;2 Seater;porsche;ksa
Toyota Land Cruiser 2021 5.7L VXR3;SAR 351,797;5.7;8;362;220;8 Seater;toyota;ksa
Maserati Levante 2021 3.0T V6;SAR 395,450;3;6;350;251;5 Seater;maserati;ksa
Lexus RC 2021 350 F Sport;SAR 257,140;3.5;6;314;230;4 Seater;lexus;ksa
Porsche 718 2021 Cayman GTS 4.0;SAR 362,894;4;6;400;293;2 Seater;porsche;ksa
Porsche 718 2021 Spider;SAR 419,323;4;6;420;300;2 Seater;porsche;ksa
Jaguar F-Pace 2021 2.0T HSE (250 PS);SAR 308,890;2;4;246;217;5 Seater;jaguar;ksa
Porsche 718 2021 GT4;SAR 426,111;4;6;420;304;2 Seater;porsche;ksa
Lexus RX 2021 350 Elegant;SAR 230,920;3.5;6;296;200;5 Seater;lexus;ksa
Jaguar F-Pace 2021 2.0T S (250 PS);SAR 265,650;2;4;246;217;5 Seater;jaguar;ksa
Mercedes-Benz E-Class Saloon 2021 E AMG 53 4MATIC+;SAR 356,195;3;6;435;250;5 Seater;mercedes-benz;ksa
Jaguar F-Pace 2021 5.0L V8 SVR (550 PS);SAR 462,300;5;8;550;283;5 Seater;jaguar;ksa
Maserati Levante 2021 3.8T V8 Trofeo;SAR 729,300;3.8;8;590;304;5 Seater;maserati;ksa
Mercedes-Benz CLA-Class 2021 CLA 45 S AMG 4MATIC+;SAR 288,305;2;4;421;250;5 Seater;mercedes-benz;ksa
Lincoln Navigator 2021 3.5T Reserve (AWD);SAR 388,585;3.5;6;450;185;7 Seater;lincoln;ksa
Porsche 718 2021 Boxster GTS 4.0;SAR 376,925;4;6;400;293;2 Seater;porsche;ksa
Mercedes-Benz E-Class Saloon 2021 E 350;SAR 273,758;2;4;313;250;5 Seater;mercedes-benz;ksa
Lexus RX 2021 450h Premier;SAR 273,355;3.5;6;308;180;5 Seater;lexus;ksa
Porsche 718 2021 Boxster S;SAR 331,730;2.5;4;350;285;2 Seater;porsche;ksa
Mercedes-Benz SLC 2021 43 AMG;SAR 284,600;3;6;367;250;2 Seater;mercedes-benz;ksa
BMW X3 2021 xDrive 30i;SAR 265,650;2;4;248;240;5 Seater;bmw;ksa
Maserati Quattroporte 2021 3.0T V6;SAR 473,850;3;6;350;270;5 Seater;maserati;ksa
Lincoln Navigator 2021 3.5T Presidential (AWD);SAR 433,435;3.5;6;450;185;7 Seater;lincoln;ksa
Jaguar F-Type Coupe 2021 2.0T R-Dynamic (300 PS);SAR 321,080;2;4;300;250;2 Seater;jaguar;ksa
Mercedes-Benz E-Class Coupe 2021 E AMG 53 4MATIC+;SAR 413,942;3;6;435;250;4 Seater;mercedes-benz;ksa
Mercedes-Benz E-Class Saloon 2021 E 450 4MATIC;SAR 302,849;3;6;362;250;5 Seater;mercedes-benz;ksa
Audi Q7 2021 40 TFSI Design quattro (252 HP);SAR 303,600;2;4;252;210;5 Seater;audi;ksa
Dodge Challenger 2021 6.2L Hellcat Widebody A/T;SAR 341,000;6.2;8;707;314;5 Seater;dodge;ksa
Dodge Charger 2021 6.2L SRT Hellcat A/T;SAR 286,000;6.2;8;707;328;5 Seater;dodge;ksa
BMW Z4 Roadster 2021 sDriveM40i;SAR 335,500;3;6;340;250;2 Seater;bmw;ksa
Porsche Cayenne Coupe 2021 Base;SAR 382,540;3;6;340;243;5 Seater;porsche;ksa
Maserati Quattroporte 2021 3.0T V6 S;SAR 533,800;3;6;430;285;5 Seater;maserati;ksa
